Source,Igbo,Hausa,Yoruba
"The dust haze in Bauchi is making visibility terrible. If you’re driving, use your headlights and go slow.","Uzuzu na Bauchi na-eme ka a ghara ịhụ ụzọ nke ọma. Ọ bụrụ na ị na-akwọ ụgbọala, jiri ọkụ ụgbọala gị ma jiri nwayọọ na-aga.","Hazon ƙura a Bauchi na hana ganin hanya da kyau. Idan kuna tuƙi, kunna fitilun mota kuma ku rage gudu.","Òfuurufú tó bo ìlú Bauchi ti mú kí ojú ò ríran dáadáa. Tó o bá ń wakọ̀, lo fìtílà rẹ kó o sì máa lọ ní kẹ̀rẹ̀kẹ̀rẹ̀."
"The drought in Borno is worsening food shortages. If you’re struggling, please check for community aid programs.","Oké ọkọchị na Borno na-eme ka ụkọ nri ka njọ. Ọ bụrụ na ọ na-ahịa gị ahụ, biko lelee maka mmemme enyemaka obodo.","Fari a Borno na ƙara jawo ƙarancin abinci. Idan kuna cikin wahala, ka bincika shirye-shiryen tallafi na al’umma.","Ọ̀dá tó wà ní Borno ń mú kí àìtó oúnjẹ burú sí i. Bí o bá ń jìjàkadì, jọ̀wọ́ ṣàyẹ̀wò àwọn ètò ìrànlọ́wọ́ fún àwùjọ."
"Flash floods in Ekiti are getting worse. If your area is prone to landslides, stay extra cautious during heavy rains.","ide mmiri na-abịa na mberede n'Ekiti na-akawanye njọ. Ọ bụrụ na ala na-asụfu n'ebe i bi, kpachara anya nke ọma ma oké mmiri zoo.","Ambaliya ta bazata a Ekiti na ƙara tsananta. Idan yankinku na da yiwuwar zabtarewar ƙasa, ka ƙara kula lokacin ruwan sama mai yawa.","Àkúnya omi lójijì ní Ekiti ti ń burú sí i. Tó bá jẹ́ pé ilẹ̀ máa ń wọ́ tìrítìrí lágbègbè tó ò ń gbé, máa ṣọ́ra gan-an lákòókò tí òjò bá ń rọ̀."
"Kwara, more thunderstorms are coming. Secure outdoor furniture and anything that could be blown away.","Kwara, a ga-enwekwu égbè eluigwe. Chekwaa ngwá ụlọ ndị dị n'èzí na ihe ọbụla nwere ike ifufe.","Kwara, ana sa ran samun ƙarin guguwar hadari. Ka kulle kayan gida na waje da duk abin da iska za ta iya ɗauka.","Kwara, ìjì ààrá tún ń bọ̀. Fi àwọn ohun èlò inú ilé àti ohunkóhun tó lè fẹ́ pa run pa mọ́."
"Bayelsa fishermen, high tides are making the waters rough. Be extra careful when heading out.","Ndị ọkụ azụ Bayelsa, oke ebili mmiri na-eme ka mmiri dị egwu. Kpachapụ anya nke ọma mgbe ị na-apụ apụ.","Masuntan Bayelsa, igiyar ruwa mai tsawo na ƙara rashin daidaito a ruwa. Ku kula sosai idan zakun fita.","Àwọn apẹja Bayelsa, ìgbì òkun ń ru gùdù. Ṣọ́ra gan-an nígbà tó o bá ń lọ."
"Cold temperatures in Jos are affecting livestock. If you keep animals, make sure they have warm shelter at night.","Ọnọdụ okpomọkụ dị na Jos na-emetụta anụ ụlọ. Ọ bụrụ na ị na-azụ ụmụ anụmanụ, hụ na ha nwere ebe na-ejughị oyi ha ga-anọ n'abalị.","Sanyi a Jos na shafar dabbobin kiwo. Idan kuna da dabba, ka tanadar musu da mafaka mai ɗumi da dare.","Òtútù tó ń mú ní Jos ń ṣàkóbá fún ẹran ọ̀sìn. Tó o bá ní àwọn ẹran ọ̀sìn, rí i dájú pé wọ́n ní ibi tó móoru tí wọ́n ti lè sùn lóru."
"Nsukka roads are becoming a mess due to continuous rain. If you have to drive, avoid shortcuts through unpaved paths.","Okporo ụzọ Nsukka na-emebisi n'ihi mmiri ozuzo na-ezo kwa mgbe. Ọ bụrụ na ị ga-akwọ ụgbọala, ghara isi na nkenke ụzọ a naghị aganwu..","Hanyoyin Nsukka na lalacewa saboda ruwan sama da bai tsaya ba. Idan dole sai ku yi tuƙi, ku guji hanyoyin ratse na hanyoyin da babu titi.","Àwọn ojú ọ̀nà ìlú Nsukka ti di ẹ̀gbin nítorí òjò tó ń rọ̀ láìdáwọ́ dúró. Tó o bá ní láti wa mọ́tò, má ṣe gba ọ̀nà tí kò ní òpópónà."
"Delta riverbanks are weakening due to rising water levels. If your house is close to the river, start making safety plans now.","Osimiri Delta na-adalata n'ihi mmụba ogo mmiri. Ọ bụrụ na ụlọ gị dị nso n'osimiri ahụ, malite ịtụ arọ maka nchekwaba gị ugbua.","Gaɓoɓin kogin Delta na raunana sakamakon hauhawar ruwa. Idan gidanku na kusa da kogi, fara shirin tsaro yanzu.","Àwọn etí odò Delta ti ń di ahẹrẹpẹ nítorí omi tó ń lọ sókè. Bí ilé rẹ bá wà nítòsí odò, bẹ̀rẹ̀ sí ṣe àwọn ètò ààbò nísinsìnyí."
"Ondo farmers, coastal erosion is taking away fertile land. Consider alternative farming techniques.","Ndị ọrụ ugbo Ondo, ozize na-ewepụ ala na-amị mkpụrụ. Tụlee ụzọ ndị ọzọ e si akọ ugbo.","Manoma a Ondo, zaizayar ƙasa ta gaɓar teku na lalata filayen noma masu kyan ƙasar noma. Ku yi la'akari da amfani da wasu hanyoyin noma.","Àwọn àgbẹ̀ Ondo, ìdàrúdàpọ̀ etíkun ń gba ilẹ̀ eléso lọ. Ronú nípa àwọn ọ̀nà mìíràn tí wọ́n lè gbà dáko."
Taraba’s dry conditions may lead to water shortages. Start storing water now before it becomes scarce.,Ọnọdụ ọkọchị nke Taraba nwere ike ibute ụkọ mmiri. Malite ịchekwa mmiri ugbua tupu ya agwụ.,Bushewar ƙasa a Taraba na iya haddasa ƙarancin ruwa. Fara tanadin ruwa yanzu kafin ya yi ƙaranci.,Àìsí omi ní Taraba lè yọrí sí àìtó omi. Bẹ̀rẹ̀ sí kó omi jọ nísinsìnyí kó tó di pé kò sí omi mọ́.
"Lagos traffic is even worse today because of flooded expressways. If you’re heading out, leave early or find alternative routes.","Ụgbọala na Lagos ka njọ taa n'ihi na mmiri jupụtara n'okporo ụzọ awara awara. Ọ bụrụ na ị na-apụ apụ, pụọ n'oge maọbụ chọta ụzọ ndị ọzọ.","Cunkoson ababen hawa a Lagos ya ƙara tsananta yau saboda manyan tituna masu ambaliya. Idan zakun fita, kun fita da wuri ko ka nemi wata hanya.","Ìṣòro ọkọ̀ nílùú Èkó ti wá burú ju ti ìgbàkígbà rí lọ lónìí nítorí àwọn ojú ọ̀nà tó kún fún omi. Tó o bá fẹ́ jáde, tètè kúrò nílé tàbí kó o wá ọ̀nà míì."
"Osun is experiencing stronger winds than usual. If your roof isn’t solid, please reinforce it before the next storm.","Osun na-enwe ifufe siri ike karịa ka ọ na-adịbu. Ọ bụrụ na gbamgbam gị esighi ike, biko mee ka o sie ike tupu oké ifufe ọzọ abịa.","A Osun, ana fuskantar iska mai ƙarfi fiye da yadda aka saba. Idan rufin gidanku ba shi da ƙarfi, ka gyara shi kafin guguwa ta gaba.","Osun ti ń rí afẹ́fẹ́ tó lágbára jutó lágbára ju bó ṣe yẹ lọ. Bí òrùlé yín kò bá dúró dáadáa, ẹ jọ̀wọ́ ẹ tún un ṣe kí ìjì tó dé."
"Akwa Ibom fish farmers, the heavy rain might flood your ponds. Secure them before you lose stock.","Ndị na-akpa azụ na Akwa Ibom, oke mmiri ozuzo nwere ike iju ọdọ mmiri unu. Chekwaa ha tupu ị ha aghọrọ mmefu.","Masunta a Akwa Ibom, ruwan saman mai tsanani na iya cinye ruwanku na kifi. Ka tsare su kafin ruwa ya watsar da kifinku.","Ẹ̀yin àgbẹ̀ ẹja ní Akwa Ibom, òjò líle lè sọ adágún yín di òkun. Ẹ kó wọn pa mọ́ kí ẹ tó pàdánù ẹrù yín."
Adamawa’s heat index is dangerously high today. Try to avoid direct sunlight between noon and 3 PM.,Ọnọdụ okpomọkụ Adamawa dị oke egwu taa. Gbalịa izere ìhè anyanwụ kpọmkwem n'agbata etiti ehihie na elekere atọ nke ehihie.,Zafin rana a Adamawa yana da tsananin yawa yau. Ku guji shiga rana ku-tsaye daga tsakar rana zuwa ƙarfe 3 na yamma.,Àkọsílẹ̀ ooru Adamawa ti ga lọ́nà tó léwu lónìí. Gbìyànjú láti yẹra fún oòrùn ní tààràtà láàárín ọ̀sán àti aago mẹ́ta òru.
"Kebbi farmers, the rains might end earlier than usual. Harvest your crops in time to avoid losses.","Ndị ọrụ ugbo Kebbi, mmiri ozuzo nwere ike ịkwụsị n'oge karịa ka ọ na-adị. Ghaa ihe ubi gị n'oge iji zere mmefu.","Manoman Kebbi, ruwan sama na iya tsayawa kafin lokacin da ya saba tsayawa. Girbe amfanin gonarku da wuri don guje wa asara.","Ẹ̀yin àgbẹ̀ Kebbi, òjò lè tètè parí ju bó ṣe yẹ lọ. Máa kórè àwọn irè oko rẹ lásìkò kó o má bàa pàdánù wọn."
"Plateau, expect more rockslides this week. If you live near a rocky area, stay on alert.","Plateau, na-atụ anya ihe ndị ọzọ rocklides n'izu a. Ọ bụrụ na ị bi nso n'ebe nkume dị, nọrọ na nche.","A Filato, a sa ran zabtarewar duwatsu a wannan makon. Idan kuna kusa da yanki mai yawan duwatsu, ka kasance cikin shiri.","Plateau, máa retí àkúnya òkúta púpọ̀ sí i lọ́sẹ̀ yìí. Tó o bá ń gbé nítòsí ibi àpáta, máa ṣọ́ra."
"Gombe, the harmattan haze is affecting flights. If you’re travelling, check for possible delays.","Gombe, harmattan haze na-emetụta ụgbọelu. Ọ bụrụ na ị na-eme njem, lelee ma ọ̀ ga-egbu oge.","A Gombe, hazo na lokacin sanyi na hana tashi da sauƙar jiragen sama. Idan zaku yi tafiya, binciku yiwuwar jinkiri.","Gombe, ìkùukùu ọyẹ́ náà ń nípa lórí àwọn ọkọ̀ òfuurufú. Tó o bá ń rìnrìn àjò, rí i dájú pé o kò fi àkókò ṣòfò."
Boreholes in Ogun are drying up faster than usual. Conserve water where you can.,Oghere ndị dị n'Ogun na-akpọnwụ ngwa ngwa karịa ka ọ na-adị. Na-echekwa mmiri mgbe ọbụla i nwere ike.,Rijiyoyin burtsatse a Ogun na bushewa da wuri fiye da yadda aka saba gani. Ka tanadi ruwa a duk inda ya yiwu.,Àwọn bọ́ọ́hoò tó wà ní Ogun ti ń gbẹ kíákíá ju bó ṣe yẹ lọ. Máa ṣọ́ omi lò níbi tó o bá ti lè ṣe é.
Ebonyi is experiencing more power outages due to stormy weather. Charge your devices while you can.,Ebonyi na-enwekwu ụkọ ọkụ eletrik n'ihi ọnọdụ ihu igwe. Tinye ngwaọrụ gị n'ọkụ mgbe ị nwere ike.,"A Ebonyi, ana yawan samun katsewar wutar lantarki sakamakon guguwar hadari. Ku yi wa na’urorinku caji da zarar ka samu dama.",Ìjì tí ń jà nílùú Ebonyi ti mú kí iná mànàmáná túbọ̀ dín kù. Ẹ máa fi àwọn ohun èlò yín kún iná nígbà tí ẹ bá ṣì lè ṣe é.
Cross River river crossings might be dangerous today due to strong currents. Take extra care.,Ịgafe osimiri Cross River nwere ike ịbụ ihe dị ize ndụ taa n'ihi mmiri na-asọsi ike. Kpachara anya nke ọma.,Gadojin kogin Cross River na iya zama masu haɗari yau saboda ƙarfin igiyar ruwan. Ku kula sosai.,Ìrìn odò Cross River lè léwu lónìí nítorí ìjì líle. Ṣọ́ra gan-an.
Lightning storms in Zamfara are on the rise. Avoid sheltering under trees during storms.,Ajọ ifufe na Zamfara na-arị elu. Zere ịnọ n'okpuru osisi mgbe oké ifufe na-efe.,Yawan walƙiya a Zamfara na ƙaruwa. Ku guji tsayawa ƙarƙashin itatuwa yayin ruwa ko hadari.,Ìjì mànàmáná ní Zamfara ti ń pọ̀ sí i. Má ṣe sá sábẹ́ igi nígbà tí ìjì bá ń jà.
"Rain in Imo is worsening erosion in some communities. If you see a developing gully, report it early.","Mmiri na-ezo n'Imo na-abawanye ozize n'obodo ụfọdụ. Ọ bụrụ na ị hụ ebe mmiri na-asọ asọ, kwuo ya n'oge.","Ruwan sama a Imo na ƙara munin zaizayar ƙasa a wasu al'ummomi. Idan kuka ga rami na rarakewa, ka sanar da wuri.","Òjò ní Imo ń mú kí òkìtì ilẹ̀ túbọ̀ pọ̀ sí i ní àwọn agbègbè kan. Tó o bá rí i pé ọ̀gbàrá ti ń yọ, tètè ròyìn rẹ̀."
"Benue’s farmland is getting battered by strong winds. If you’re a farmer, reinforce weak crops.","Oké ifufe na-emebisi ala a na-akọ ihe na Benue. Ọ bụrụ na ị bụ onye ọrụ ugbo, kụọ ihe ọkụkụ nke na-esighi ike.","Gonakin Benue na fuskantar illa daga iska mai ƙarfi. Idan ku manomi ne, ka ƙarfafa amfanin gonarka da kyau.","Àwọn ẹ̀fúùfù líle ń fẹ́ lu ilẹ̀ oko Benue. Tó o bá jẹ́ àgbẹ̀, máa fún àwọn irè oko tó ti bà jẹ́ lókun."
Anambra’s heat is affecting food storage. Keep perishable goods in cool places.,Okpomọkụ Anambra na-emetụta nchekwa nri. Debe ihe ndị na-emebi ngwa ngwa n'ebe juo oyi.,Zafin rana a Anambra na shafar ajiyar abinci. Ka ajiye kayan da ke da saurin lalacewa a wuri mai sanyi.,Ooru tó ń mú nílùú Anambra ń nípa lórí ìpamọ́ oúnjẹ. Fi àwọn nǹkan tó lè tètè bà jẹ́ pa mọ́ sí ibi tó tutù.
Niger residents should expect more sudden thunderstorms. Unplug appliances when you hear thunder.,Ndị bi na Niger kwesịrị ịtụ anya na a ga-enwe ebili mmiri nke ga-abịa na mberede. Wepụ ihe ndị dị n'ọkụ mgbe ị nụrụ égbè eluigwe.,Mazauna jihar Niger su sa ran guguwar hadari ta bazata. Ka cire kayan lantarki daga soket idan ka ji tsawa.,Ó yẹ kí àwọn olùgbé Niger máa retí ìjì ààrá lójijì. Yọ àwọn ohun èlò jáde nígbà tó o bá gbọ́ ààrá.
"Oyo’s heavy rains might increase crop diseases. Farmers, be prepared.","Oke mmiri e nwere n'Oyo nwere ike ịbawanye ọrịa n'ihe ọkụkụ. Ndị ọrụ ugbo, dịrịnụ njikere.","Ruwan sama mai yawa a Oyo na iya ƙara yawan cututtukan amfanin gona. Manoma, ku shirya.","Òjò ńlá tó ń rọ̀ ní Oyo lè mú kí àrùn àwọn irè oko pọ̀ sí i. Ẹ̀yin àgbẹ̀, ẹ múra sílẹ̀."
"High tides in Rivers State are causing more coastal flooding. If you live by the shore, be careful.","Oke ebili mmiri na Rivers Steeti na-akpata oke ide mmiri n'akụkụ osimiri. Ọ bụrụ na ị bi n'akụkụ osimiri, kpachara anya.","Hawan igiyoyin ruwa a jihar Rivers na haddasa ƙarin ambaliya a gaɓar teku. Idan kuna zaune kusa da teku, Ku kula sosai.","Àkúnya omi tó ga ní Ìpínlẹ̀ Rivers ń fa omíyalé tó pọ̀ sí i ní etíkun. Tó o bá ń gbé létíkun, ṣọ́ra."
Edo is experiencing flooded streets again. Wear waterproof shoes if you must go out.,Edo na-enwekwa ide mmiri n'okporo ámá ọzọ. Yiri akpụkpọ ụkwụ na-eguzogide mmiri ma ọ bụrụ na ị ga-apụ apụ.,Edo na sake fuskantar ambaliya a tituna. Ka sa takalma masu hana ruwa taɓa jiki idan dole sai kun fita.,Àwọn òpópónà Edo tún ti kún fún omi. Wá bàtà tí kò lè wọ omi bó o bá fẹ́ jáde.
"NiMet says heavy rainfall is coming in the next few days. If you live in a flood-prone area, start making safety plans now. Don’t wait until it’s too late.","NiMet na-ekwu na oke mmiri ga-ezo n'ụbọchị ole na ole na-abịa. Ọ bụrụ na i bi n'ebe a na-enwekarị ide mmiri, malite ime atụmatụ maka ịnọ ná nchebe ugbua. E cherela ruo mgbe oge gafeworo.","NiMet ta ce ana sa ran ruwan sama mai yawa a cikin kwanaki masu zuwa. Idan kuna zaune a yankin da ke da yiwuwar ambaliya, fara shirin tsaro yanzu. Kada ku jira har sai lokaci ya ƙure.","NiMet sọ pé òjò ńlá yóò rọ̀ ní ọjọ́ díẹ̀ tó ń bọ̀. Tó o bá ń gbé ní àgbègbè kan tí omíyalé ti sábà máa ń ṣẹlẹ̀, bẹ̀rẹ̀ sí í ṣètò bó o ṣe máa dáàbò bo ara rẹ. Má ṣe dúró dìgbà tó bá ti pẹ́ jù."
The Ministry of Health is advising everyone to be cautious of waterborne diseases after the recent floods. Boil your drinking water and keep your surroundings clean.,Mịnịstrị na-ahụ maka ahụike na-adụ onye ọbụla ọdụ ka o kpachara anya maka ọrịa ndị a na-ebute site na mmiri ka ide mmiri nke ahụ gasịrị. Sie mmiri ị na-aṅụ n'ọkụ ma na-emekwa ka ebe ị na-anọ dị ọcha.,Ma’aikatar Lafiya na shawartar jama’a su kula da cututtuka masu yaɗuwa ta ruwa bayan ambaliya tabaya-bayan nan. Ka tafasa ruwan shanku kuma ku tsaftace muhallinku.,"Ilé Iṣẹ́ Ìlera ń gba gbogbo ènìyàn nímọ̀ràn láti ṣọ́ra fún àìsàn tí omi ń kó ranni lẹ́yìn ìkún omi tó wáyé láìpẹ́ yìí. Máa se omi tó o máa mu, kó o sì máa rí i pé àyíká rẹ wà ní mímọ́ tónítóní."
"Residents in low-lying areas of Kogi and Anambra should stay alert. Water levels are rising, and evacuation might be necessary if the situation worsens.","Ndị bi n'ebe ndị dị n'okpuru Kogi na Anambra kwesịrị ịnọ na nche. Mmiri ahụ na-arị elu, ịpụ ebe ahụ ozugbo dị mkpa ma ọ bụrụ na ọnọdụ ahụ aka njọ.","Mazauna yankunan yankunan kwari-kwari a Kogi da Anambra su kasance cikin shiri. Ruwan na hauhawa, kuma ana iya buƙatar ƙaura idan lamarin ya tsananta.","Àwọn olùgbé ní àwọn agbègbè ìsàlẹ̀ Kogi àti Anambra gbọ́dọ̀ wà lójúfò. Omi ń lọ sókè, ó sì lè di dandan kí wọ́n kó àwọn èèyàn kúrò níbẹ̀ bí ọ̀ràn náà bá burú sí i."
The Lagos State Government has urged people to clear blocked drainages around their homes. A little effort now can prevent major flooding when the rains come.,Gọọmentị Legọs Steeti agwala ndị mmadụ ka ha kpochapụ ebe mmiri na-asọ n'akụkụ ụlọ ha. Obere mbọ e mere ugbua nwere ike igbochi oké ide mmiri mgbe mmiri ozuzo malitere.,Gwamnatin Jihar Lagos na ƙarfafa mutane su share magudanan ruwa da suka toshe da ke kusa da gidajensu. Ƙoƙari kaɗan yanzu na iya hana ambaliya mai girma idan ruwa ya zo.,Ìjọba Ìpínlẹ̀ Èkó ti rọ àwọn ènìyàn láti fọ àwọn ọ̀nà ìtọ́jú omi tí ó ti dí yí ilé wọn ká. Ìsapá díẹ̀ táa bá ṣe nísinsìnyí lè dènà omíyalé ńlá nígbà tí òjò bá rọ̀.
"Coastal communities should prepare for strong winds and rough tides in the coming days. If you’re a fisherman, consider delaying your trips until conditions improve.","Obodo ndị dị n'ụsọ oké osimiri kwesịrị ịkwadebe maka ifufe siri ike na oké ebili mmiri n'ụbọchị na-abịanụ. Ọ bụrụ na ị bụ onye na-akụ azụ̀, maa ma ị ga-eme njem oge ọzọ mgbe ọnọdụ dị mma.","Al’ummomin gaɓar teku su shirya don iska mai ƙarfi da igiyar ruwa mai ƙarfi a kwanaki masu zuwa. Idan ku masunci ne, kuka fara tunanin jinkirta tafiye-tafiye har sai yanayi ya inganta.","Àwọn ìlú tó wà létí òkun gbọ́dọ̀ múra sílẹ̀ fún afẹ́fẹ́ líle àti ìgbì òkun líle ní àwọn ọjọ́ tó ń bọ̀. Tó o bá jẹ́ apẹja, ronú nípa fífi ìrìn àjò rẹ falẹ̀ títí dìgbà tí ipò nǹkan á fi dára sí i."
"The National Emergency Management Agency has warned that more heatwaves are expected this month. Stay hydrated and avoid long hours in the sun, especially for children and the elderly.","Ụlọọrụ na-ahụ maka ihe mberede na mba adọọla aka na ntị na a na-atụ anya na oke okpomọkụ ga-adị n'ọnwa a. Na-aṅụ mmiri nke ọma ma ghara ịnọ ogologo oge n'anwụ, ọkachasị ụmụaka na ndị agadi.","Hukumar Agajin Gaggawa ta yi gargaɗin cewa ana sa ran za a samu ƙarin zafin rana a wannan wata. Ku sha ruwa sosai kuma ku guji shiga rana sosai, musamman ga yara da tsofaffi.","Àjọ tó ń rí sí ọ̀ràn pàjáwìrì lágbàáyé ti kìlọ̀ pé ooru tó ń mú gan-an tún ń bọ̀ lóṣù yìí. Máa mu omi dáadáa, kó o sì yẹra fún wíwà lábẹ́ oòrùn fún àkókò gígùn, pàápàá fún àwọn ọmọdé àtàwọn arúgbó."
Sokoto is seeing unusually dry conditions. Farmers are encouraged to adopt irrigation methods to prevent crop losses.,Sokoto anaghị enwezi mmiri dịka ha si enwebu. A na-agba ndị ọrụ ugbo ume ka ha jiri usoro ịgbara mmiri iji gbochie ihe ọkụkụ ịla n'iyi.,Sokoto na fama da bushewar ƙasa fiye da kima. Ana so manoma su rungumi yin ban-ruwa don kare lalacewar amfanin gona.,Ọ̀dá tí kò wọ́pọ̀ ló wà ní Sokoto. Wọ́n rọ àwọn àgbẹ̀ láti máa lo ọ̀nà ìfún omi kí irè oko wọn má bàa bà jẹ́.
